URL,HTTP_Status_Code,HTML_File_Size_KB,Download_Success,Error_Message,Error_Message_Parsing,Title_Tag,Title_Length,Meta_Description,Meta_Description_Length,H1_Tag,H1_Length,Total_Images,Missing_Alt_Images,Total_Links,Internal_Links,External_Links,Nofollow_Links,CSS_Files_Count,JS_Files_Count,Meta_Viewport_Exists,Canonical_Tag,Noindex_Tag_Exists,H2_Count,H3_Count,H4_Count,H5_Count,H6_Count,Visible_Text_Length
https://adresgezgini.com/en/about-us/news/-1528097120,200,207.5009765625,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,1,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528097120,False,4,12,0,0,0,397
https://adresgezgini.com/hakkimizda/haberler/plastech-google-reklam-destekcisiyiz,200,209.716796875,True,Yok,Yok,Plastech Google Reklam Destekçisiyiz | AdresGezgini - 444 0 964,63,"10-13 Mayıs 2012 tarihleri arasında İzmir Fuar Alanı’nda düzenlenen Plastik, Ambalaj ve Teknolojileri Fuarı ambalaj, plastik, kauçuk, polyester, pvc",148,Haberler,8,57,0,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/plastech-google-reklam-destekcisiyiz,False,4,12,0,0,0,1116
https://adresgezgini.com/en/about-us/news/-1528097230,200,208.16015625,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528097230,False,4,12,0,0,0,620
https://adresgezgini.com/hakkimizda/haberler/ofke-kontrolu-egitimi,200,209.8828125,True,Yok,Yok,Öfke Kontrolü Eğitimi | AdresGezgini - 444 0 964,48,22 Aralık Cumartesi günü Öfke Kontrolü üzerine bir kurumiçi eğitim düzenledik. Öfkesiz'den Psikolog Kayhan Gürbüz'ün katılımıyla gerçekleşen,140,Haberler,8,57,0,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/ofke-kontrolu-egitimi,False,4,12,0,0,0,1196
https://adresgezgini.com/en/about-us/news/-1528097293,200,207.947265625,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528097293,False,4,12,0,0,0,532
https://adresgezgini.com/hakkimizda/haberler/ekoloji-izmir-fuarindayiz,200,209.759765625,True,Yok,Yok,Ekoloji İzmir Fuarındayız | AdresGezgini - 444 0 964,52,Türk organik sektörünün tek ihtisas fuarı EKOLOJİ İZMİR 2012 törenle açıldı. Fuar 12- 15 Nisan tarihleri arasında düzenlendi. “Organik tarım,140,Haberler,8,57,0,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/ekoloji-izmir-fuarindayiz,False,4,12,0,0,0,1135
https://adresgezgini.com/en/about-us/news/-1528097409,200,207.5478515625,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528097409,False,4,12,0,0,0,455
https://adresgezgini.com/hakkimizda/haberler/marble-dogal-tas-ve-teknoloji-fuarindayiz,200,209.7158203125,True,Yok,Yok,Marble Doğal Taş ve Teknoloji | AdresGezgini - 444 0 964,56,Kendi alanında dünyanın ilk üç fuarından biri olarak kabul edilen Marble Doğal Taş ve Teknolojileri fuarı bu yıl 18. Kez İzmir Uluslararası Fuar,144,Haberler,8,57,0,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/marble-dogal-tas-ve-teknoloji-fuarindayiz,False,4,12,0,0,0,1135
https://adresgezgini.com/en/about-us/news/-1528097490,200,208.166015625,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528097490,False,4,12,0,0,0,629
https://adresgezgini.com/hakkimizda/haberler/olivtech-google-reklam-destekcisiyiz,200,209.4873046875,True,Yok,Yok,Olivtech Google Reklam Destekçisiyiz | AdresGezgini - 444 0 964,63,"İZFAŞ tarafından 19 – 22 Nisan 2012 tarihlerinde organize edilen Olivtech, bu yıl ikinci kez İzmir Fuar Alanı’nda zeytin üreticileri ve",135,Haberler,8,57,1,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/olivtech-google-reklam-destekcisiyiz,False,4,12,0,0,0,1125
https://adresgezgini.com/en/about-us/news/-1528097590,200,208.0,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528097590,False,4,12,0,0,0,535
https://adresgezgini.com/hakkimizda/haberler/ayakkabi-kis-fuari-google-reklam-sponsoruyuz,200,209.6279296875,True,Yok,Yok,Ayakkabı Kış Fuarı Google Reklam | AdresGezgini - 444 0 964,59,"32. kez düzenlenen ve ayakkabı sektöründeki yenilikleri, gelecek sezon trenlerini birarada sunan Ayakkabı Kış fuarının Google reklam sponsoruyduk.",146,Haberler,8,57,0,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/ayakkabi-kis-fuari-google-reklam-sponsoruyuz,False,4,12,0,0,0,942
https://adresgezgini.com/en/about-us/news/-1528097703,200,207.8046875,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528097703,False,4,12,0,0,0,452
https://adresgezgini.com/hakkimizda/haberler/istanbul-auto-show-google-adwords-destekcisiyiz,200,209.642578125,True,Yok,Yok,İstanbul Auto Show Google Ads | AdresGezgini - 444 0 964,56,"AdWords destekçisi olduğumuz İstanbul Auto Show 2012, 2-11 Kasım tarihleri arasında Tüyap Fuar ve Kongre Merkezi’nde düzenlendi. Binlerce",137,Haberler,8,57,1,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/istanbul-auto-show-google-adwords-destekcisiyiz,False,4,12,0,0,0,1106
https://adresgezgini.com/en/about-us/news/1528097823,200,207.826171875,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/1528097823,False,4,12,0,0,0,595
https://adresgezgini.com/hakkimizda/haberler/maktek-avrasya-google-adwords-destekcisiyiz,200,209.755859375,True,Yok,Yok,Maktek Avrasya Google AdWords | AdresGezgini - 444 0 964,56,"2-7 Ekim tarihler arasında düzenlenen Maktek Avrasya 2012 Fuarı, “Sektörün Avrasya Bölgesindeki En Büyük Buluşması” olarak nitelendiriliyor. 2012",145,Haberler,8,57,0,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/maktek-avrasya-google-adwords-destekcisiyiz,False,4,12,0,0,0,1186
https://adresgezgini.com/en/about-us/news/-1528098053,200,207.8095703125,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528098053,False,4,12,0,0,0,506
https://adresgezgini.com/hakkimizda/haberler/gida-tek-ambalaj-teknolojileri-google-reklam-destekcisiyiz,200,209.822265625,True,Yok,Yok,Gıda-Tek&Ambalaj Teknolojileri Google | AdresGezgini - 444 0 964,64,"20-23 Eylül tarihlerinde TÜYAP Fuar ve Kongre Merkezi’nde 18. kez kapılarını açan olan Avrasya Ambalaj 2012 İstanbul Fuarı, İstanbul Gıda Tek",141,Haberler,8,57,0,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/gida-tek-ambalaj-teknolojileri-google-reklam-destekcisiyiz,False,4,12,0,0,0,1188
https://adresgezgini.com/en/about-us/news/-1528098291,200,207.86328125,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528098291,False,4,12,0,0,0,481
https://adresgezgini.com/hakkimizda/haberler/plast-eurasia-google-adwords-destekcisiyiz,200,209.828125,True,Yok,Yok,Plast Eurasia Google AdWords Destekçisiyiz | AdresGezgini - 444 0 964,69,"Plastik endüstrisinin Avrasya’daki en büyük buluşması olan Plast Eurasia bu yıl 22. yılını kutladı. Azerbeycan, Bulgaristan, Fas ve Filistin gibi",145,Haberler,8,57,0,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/plast-eurasia-google-adwords-destekcisiyiz,False,4,12,0,0,0,1240
https://adresgezgini.com/en/about-us/news/-1528098441,200,207.7119140625,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528098441,False,4,12,0,0,0,449
https://adresgezgini.com/hakkimizda/haberler/hurriyet-ege-gelecegin-dunyasi,200,210.458984375,True,Yok,Yok,Hürriyet Ege Geleceğin Dünyası | AdresGezgini - 444 0 964,57,İZMİR Yüksek Teknoloji Enstitüsü Elektrik-Elektronik Mühendisliği Bölümü’ndeki bir grup akademisyen tarafından “sektörel arama motoru”,134,Haberler,8,57,0,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/hurriyet-ege-gelecegin-dunyasi,False,4,12,0,0,0,1600
https://adresgezgini.com/en/about-us/news/-1528098501,200,208.1201171875,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528098501,False,4,12,0,0,0,644
https://adresgezgini.com/hakkimizda/haberler/istanbul-sanat-fuari-adwords-destekcisiyiz,200,209.7060546875,True,Yok,Yok,İstanbul Sanat Fuarı AdWords | AdresGezgini - 444 0 964,55,İstanbul Kitap Fuarı ile eş zamanlı olarak düzenlenen İstanbul Sanat Fuarı’nda AdWords ve sosyal medya destekçisi olarak yer aldık. Plastik,139,Haberler,8,57,0,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/istanbul-sanat-fuari-adwords-destekcisiyiz,False,4,12,0,0,0,1127
https://adresgezgini.com/en/about-us/news/-1528098574,200,207.875,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528098574,False,4,12,0,0,0,516
https://adresgezgini.com/hakkimizda/haberler/bahce-dunyasi-2013-adwords-destekcisiyiz,200,209.8203125,True,Yok,Yok,Bahçe Dünyası 2013 Adwords | AdresGezgini - 444 0 964,53,"Her yıl olduğu gibi bu yıl da bahçe dekorasyonunda son trendlerin, bahçe mobilyalarının ve bahçe tasarımı ile ilgili ürünlerin tanıtımının",138,Haberler,8,57,1,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/bahce-dunyasi-2013-adwords-destekcisiyiz,False,4,12,0,0,0,1158
https://adresgezgini.com/en/about-us/news/-1528098650,200,207.7998046875,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528098650,False,4,12,0,0,0,472
https://adresgezgini.com/hakkimizda/haberler/plastech-plastik-ambalaj-ve-teknolojileri-fuari-bilisim-sponsoruyuz,200,210.541015625,True,Yok,Yok,"Plastech Plastik, Ambalaj ve Teknolojileri | AdresGezgini - 444 0 964",69,"İZFAŞ ve EGEPLASDER işbirliğiyle hazırlanan PLASTECH – Plastik, Ambalaj ve Teknolojileri Fuarı, 11-14 Nisan 2013 tarihlerinde ikinci kez İzmir",142,Haberler,8,57,0,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/plastech-plastik-ambalaj-ve-teknolojileri-fuari-bilisim-sponsoruyuz,False,4,12,0,0,0,1743
https://adresgezgini.com/en/about-us/news/-1528098793,200,207.962890625,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528098793,False,4,12,0,0,0,591
https://adresgezgini.com/hakkimizda/haberler/kardes-okulumuz-yesilkoy-ilkogretim-okulu,200,210.86328125,True,Yok,Yok,Kardeş Okulumuz Yeşilköy İlköğretim | AdresGezgini - 444 0 964,62,"Pazarlama ve Satış Temsilcimiz Yudum Topçu’nun kardeşi Damla Topçu, sınırlı imkanlara sahip olan Yeşiköy İlköğretim Okulu’nda bir süredir",137,Haberler,8,57,0,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/kardes-okulumuz-yesilkoy-ilkogretim-okulu,False,4,12,0,0,0,1962
https://adresgezgini.com/en/about-us/news/-1528098845,200,208.109375,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528098845,False,4,12,0,0,0,609
https://adresgezgini.com/hakkimizda/haberler/istanbul-ev-tekstili-fuari-ndaydik,200,211.0517578125,True,Yok,Yok,İstanbul Ev Tekstili Fuarı’ndaydık | AdresGezgini - 444 0 964,61,Dünyanın en büyük 2. ev tekstili fuarı İstanbul Ev Tekstili Fuarı bu yıl 19. defa kez düzenlendi. 15-19 Mayıs tarihleri arasında 50 farklı ülkeden,146,Haberler,8,57,0,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/istanbul-ev-tekstili-fuari-ndaydik,False,4,12,0,0,0,2081
https://adresgezgini.com/en/about-us/news/-1528098920,200,207.77734375,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528098920,False,4,12,0,0,0,512
https://adresgezgini.com/hakkimizda/haberler/ev-tekstil-fuar-inda-google-in-davetli-ajansiyiz,200,209.822265625,True,Yok,Yok,Ev Tekstil Fuar'ında Google'ın Davetli | AdresGezgini - 444 0 964,65,Google'ın davetli ajansı olarak Ev Tekstili Fuarı'ndayız. Başbakan Yardımcısı Ali Babacan açılışını yaptığı fuar 15-19 Mayıs tarihleri,134,Haberler,8,57,0,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/ev-tekstil-fuar-inda-google-in-davetli-ajansiyiz,False,4,12,0,0,0,1119
https://adresgezgini.com/en/about-us/news/-1528099020,200,208.0,True,Yok,Yok,AdresGezgini | Google Ads Reklam Premier Partner 444 0 964,58,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/-1528099020,False,4,12,0,0,0,554
https://adresgezgini.com/hakkimizda/haberler/automechanika-online-reklam-ve-sosyal-medya-destekcisiyiz,200,210.3642578125,True,Yok,Yok,Automechanika Online Reklam ve Sosyal | AdresGezgini - 444 0 964,64,"Hannover Messe International ve Deutshce Messe’nin ortak olarak hazırladığı, Türk ve Avrupa Endüstrilerini bir araya getiren Automechanika İstanbul,",148,Haberler,8,57,1,104,87,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/automechanika-online-reklam-ve-sosyal-medya-destekcisiyiz,False,4,12,0,0,0,1673
https://adresgezgini.com/en/about-us/news/automechanika-online-advertising-and-social-media-supporter,200,208.0517578125,True,Yok,Yok,Automechanika Online Advertising and | AdresGezgini - 444 0 964,63,"AdresGezgini, Google Ads Reklam, Facebook Reklam, Sponsor Bağlantı Reklam Yönetimi ve Kurumsal Çözümler, Profesyonel Destek İçin Bizi Arayın: 444-0-964",151,News,4,57,0,98,81,13,0,0,8,True,https://adresgezgini.com/en/about-us/news/automechanika-online-advertising-and-social-media-supporter,False,4,12,0,0,0,614
https://adresgezgini.com/hakkimizda/haberler/herkese-ucretsiz-seo-kitapcigi,200,209.31640625,True,Yok,Yok,Herkese ücretsiz SEO kitapçığı! | AdresGezgini - 444 0 964,58,Yazılım ekibimiz tarafından Google kriterlerine uygun olarak hazırlanan PDF'i indirmek için linkteki formu doldurmanız yeterli! Forma ulaşmak için,146,Haberler,8,57,0,105,88,13,0,0,8,True,https://adresgezgini.com/hakkimizda/haberler/herkese-ucretsiz-seo-kitapcigi,False,4,12,0,0,0,816
